date,campaign_id,channel,campaign_type,region,device,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,roi
2024-07-16,100231,Instagram Ads,Brand,East,Mobile,24698,869,24,27183.04,6233.48,0.0352,0.0276,-0.7707
2024-08-27,100232,YouTube Ads,Performance,North,Mobile,36749,338,13,5428.17,1935.6,0.0092,0.0385,-0.6434
2024-05-23,100233,YouTube Ads,Performance,East,Mobile,40135,380,26,7317.69,7115.96,0.0095,0.0684,-0.0276
2024-04-06,100234,Display,Brand,East,Mobile,43972,747,14,9274.21,2555.21,0.017,0.0187,-0.7245
2024-07-19,100235,Instagram Ads,Brand,East,Mobile,37314,887,15,16233.61,3190.22,0.0238,0.0169,-0.8035
2024-05-03,100236,Facebook Ads,Performance,South,Desktop,32276,506,43,14604.83,8276.39,0.0157,0.085,-0.4333
2024-07-05,100237,Facebook Ads,Performance,East,Desktop,22756,818,51,13234.22,22005.99,0.0359,0.0623,0.6628
2024-11-21,100238,Instagram Ads,Performance,East,Mobile,34483,1532,86,14544.94,37883.09,0.0444,0.0561,1.6046
2024-12-14,100239,Instagram Ads,Remarketing,West,Mobile,50185,1941,254,67239.33,104890.58,0.0387,0.1309,0.56
2024-09-15,100240,Instagram Ads,Performance,East,Desktop,33685,1210,113,12705.39,27590.83,0.0359,0.0934,1.1716
2024-05-27,100241,Google Search,Remarketing,North,Desktop,33372,1002,81,45814.79,35666.75,0.03,0.0808,-0.2215
2024-09-08,100242,Email,Brand,West,Mobile,18114,458,5,581.49,2045.87,0.0253,0.0109,2.5183
2024-12-11,100243,Google Search,Performance,South,Desktop,37054,2354,159,177402.08,69498.02,0.0635,0.0675,-0.6082
2024-05-26,100244,Google Search,Performance,West,Mobile,25292,1276,102,33879.68,31059.11,0.0505,0.0799,-0.0833
2024-05-27,100245,Facebook Ads,Remarketing,South,Mobile,40806,431,46,14479.54,14405.31,0.0106,0.1067,-0.0051
2024-12-17,100246,Facebook Ads,Performance,South,Mobile,10516,338,26,10637.69,4887.18,0.0321,0.0769,-0.5406
2024-07-17,100247,Instagram Ads,Remarketing,North,Desktop,28784,743,85,6847.59,24912.6,0.0258,0.1144,2.6382
2024-11-03,100248,Facebook Ads,Remarketing,East,Mobile,40306,1199,174,37934.03,92986.05,0.0297,0.1451,1.4513
2024-05-07,100249,Instagram Ads,Performance,North,Mobile,21922,601,54,20537.0,15578.75,0.0274,0.0899,-0.2414
2024-02-08,100250,Instagram Ads,Performance,West,Desktop,30413,391,15,8628.27,6460.9,0.0129,0.0384,-0.2512
2024-12-03,100251,Google Search,Performance,South,Desktop,34459,2129,131,79561.0,34915.12,0.0618,0.0615,-0.5612
2024-12-25,100252,Google Search,Performance,West,Desktop,17012,1180,72,62184.07,30609.46,0.0694,0.061,-0.5078
2024-05-08,100253,Display,Performance,South,Mobile,38191,280,17,1246.59,4948.13,0.0073,0.0607,2.9693
2024-09-23,100254,Instagram Ads,Remarketing,West,Desktop,37098,1536,219,51933.66,136481.41,0.0414,0.1426,1.628
2024-05-30,100255,Facebook Ads,Remarketing,South,Mobile,42621,658,54,13791.64,26398.81,0.0154,0.0821,0.9141
2024-10-24,100256,Google Search,Remarketing,North,Mobile,34712,1775,197,84170.79,71797.04,0.0511,0.111,-0.147
2024-04-08,100257,Instagram Ads,Performance,South,Mobile,27429,806,74,15183.15,32479.18,0.0294,0.0918,1.1392
2024-09-19,100258,Instagram Ads,Brand,East,Mobile,34840,778,8,6809.08,1723.96,0.0223,0.0103,-0.7468
2024-09-08,100259,Instagram Ads,Performance,North,Mobile,22142,631,57,5633.28,17288.55,0.0285,0.0903,2.069
2024-05-23,100260,Email,Performance,East,Desktop,17986,1005,83,3265.73,16783.15,0.0559,0.0826,4.1392
2024-12-11,100261,Google Search,Remarketing,West,Mobile,29742,1954,138,97972.52,51972.38,0.0657,0.0706,-0.4695
2024-04-21,100262,Facebook Ads,Remarketing,West,Mobile,38939,1466,121,58046.07,57185.97,0.0376,0.0825,-0.0148
2024-02-29,100263,Display,Brand,South,Mobile,30943,554,10,3411.99,3900.16,0.0179,0.0181,0.1431
2024-01-02,100264,Affiliate,Performance,South,Mobile,28650,1417,64,14916.99,17484.04,0.0495,0.0452,0.1721
2024-10-30,100265,Google Search,Performance,West,Mobile,39192,2342,174,185654.4,59827.42,0.0598,0.0743,-0.6777
2024-09-10,100266,Instagram Ads,Performance,North,Desktop,30656,773,76,7183.36,17234.46,0.0252,0.0983,1.3992
2024-05-19,100267,Google Search,Performance,East,Desktop,26859,1128,46,66053.54,19165.66,0.042,0.0408,-0.7098
2024-02-06,100268,Google Search,Brand,West,Desktop,35731,1507,25,39330.8,11264.84,0.0422,0.0166,-0.7136
2024-06-08,100269,Facebook Ads,Brand,North,Mobile,41632,604,11,23188.75,3426.73,0.0145,0.0182,-0.8522
2024-01-09,100270,Google Search,Remarketing,East,Mobile,22954,1522,218,56748.2,105214.69,0.0663,0.1432,0.8541
2024-08-20,100271,Email,Brand,South,Mobile,13927,734,21,3124.19,7037.13,0.0527,0.0286,1.2525
2024-04-08,100272,Instagram Ads,Remarketing,North,Desktop,37255,806,57,26278.76,35403.56,0.0216,0.0707,0.3472
2024-05-26,100273,Google Search,Performance,North,Mobile,10392,775,66,54886.24,21119.29,0.0746,0.0852,-0.6152
2024-10-30,100274,Google Search,Remarketing,West,Mobile,10998,633,90,33811.14,54239.96,0.0576,0.1422,0.6042
2024-07-26,100275,Display,Remarketing,East,Mobile,25808,155,14,2275.55,9177.77,0.006,0.0903,3.0332
2024-05-10,100276,Google Search,Performance,West,Mobile,27174,898,37,54415.5,14745.44,0.033,0.0412,-0.729
2024-05-31,100277,YouTube Ads,Performance,South,Mobile,29355,327,16,6776.4,7137.65,0.0111,0.0489,0.0533
2024-02-23,100278,Facebook Ads,Performance,South,Mobile,20947,342,15,5924.68,3617.28,0.0163,0.0439,-0.3895
2024-04-29,100279,Instagram Ads,Brand,East,Desktop,24961,1030,16,19874.96,9208.0,0.0413,0.0155,-0.5367
2024-06-09,100280,Facebook Ads,Brand,East,Desktop,36534,1218,18,34037.75,9185.09,0.0333,0.0148,-0.7301
2024-04-25,100281,Google Search,Performance,East,Mobile,22857,916,83,26333.83,14608.15,0.0401,0.0906,-0.4453
2024-03-15,100282,Facebook Ads,Remarketing,West,Mobile,38686,675,39,26306.0,19863.1,0.0174,0.0578,-0.2449
2024-04-22,100283,Google Search,Performance,East,Desktop,25971,1606,94,42691.42,31985.71,0.0618,0.0585,-0.2508
2024-04-13,100284,Instagram Ads,Performance,East,Mobile,39207,1598,49,44403.99,9549.24,0.0408,0.0307,-0.7849
2024-12-05,100285,YouTube Ads,Performance,West,Mobile,45754,684,34,4213.68,10234.55,0.0149,0.0497,1.4289
2024-09-10,100286,Facebook Ads,Remarketing,South,Desktop,33542,864,104,11300.44,73773.12,0.0258,0.1204,5.5283
2024-08-14,100287,Google Search,Brand,South,Mobile,26736,1992,32,114340.82,18026.15,0.0745,0.0161,-0.8423
2024-04-21,100288,Instagram Ads,Brand,North,Mobile,27431,1026,41,20742.68,9141.45,0.0374,0.04,-0.5593
2024-04-08,100289,YouTube Ads,Remarketing,South,Mobile,48585,1341,73,6802.73,35258.07,0.0276,0.0544,4.1829
2024-06-01,100290,Affiliate,Brand,East,Mobile,21366,528,7,5757.83,2848.68,0.0247,0.0133,-0.5053
2024-12-14,100291,Instagram Ads,Performance,South,Mobile,36050,1254,106,18499.55,37583.78,0.0348,0.0845,1.0316
2024-12-31,100292,Instagram Ads,Performance,West,Mobile,17994,283,27,8923.78,11354.88,0.0157,0.0954,0.2724
2024-12-03,100293,Instagram Ads,Performance,South,Mobile,24240,783,75,21233.69,36001.14,0.0323,0.0958,0.6955
2024-07-12,100294,Affiliate,Performance,South,Mobile,14106,361,31,5798.56,10368.89,0.0256,0.0859,0.7882
2024-11-05,100295,Display,Remarketing,North,Mobile,45118,700,103,10087.97,63988.29,0.0155,0.1471,5.343
2024-06-11,100296,Facebook Ads,Brand,North,Mobile,27144,386,13,12080.17,5195.51,0.0142,0.0337,-0.5699
2024-07-26,100297,Facebook Ads,Brand,East,Mobile,22361,670,7,9927.49,1382.72,0.03,0.0104,-0.8607
2024-06-17,100298,Facebook Ads,Performance,West,Mobile,21859,683,60,26035.52,17055.95,0.0312,0.0878,-0.3449
2024-06-09,100299,Instagram Ads,Performance,East,Mobile,29944,1206,77,13331.01,15786.95,0.0403,0.0638,0.1842
2024-03-08,100300,Email,Performance,West,Mobile,12512,680,42,1203.89,15677.87,0.0543,0.0618,12.0227
2024-10-15,100301,Instagram Ads,Remarketing,West,Mobile,13358,390,19,6122.57,10021.17,0.0292,0.0487,0.6368
2024-10-03,100302,Google Search,Remarketing,North,Mobile,31642,2189,245,66777.72,142090.63,0.0692,0.1119,1.1278
2024-10-30,100303,Email,Brand,South,Mobile,15829,541,16,580.65,6431.4,0.0342,0.0296,10.0762
2024-05-14,100304,Display,Performance,South,Mobile,42162,639,54,5437.81,20403.61,0.0152,0.0845,2.7522
2024-07-13,100305,Facebook Ads,Brand,North,Desktop,22311,708,14,21692.45,3488.19,0.0317,0.0198,-0.8392
2024-05-07,100306,YouTube Ads,Remarketing,East,Mobile,38244,636,39,8538.01,26502.18,0.0166,0.0613,2.104
2024-02-02,100307,Instagram Ads,Performance,South,Mobile,30356,1354,82,19414.91,34498.55,0.0446,0.0606,0.7769
2024-06-24,100308,Display,Performance,East,Mobile,14657,151,8,2052.82,3246.86,0.0103,0.053,0.5817
2024-01-22,100309,Display,Remarketing,South,Desktop,30208,189,23,1447.67,5978.58,0.0063,0.1217,3.1298
2024-08-25,100310,Instagram Ads,Performance,East,Mobile,22959,505,23,15478.16,5108.91,0.022,0.0455,-0.6699
2024-06-06,100311,YouTube Ads,Brand,West,Mobile,32150,327,4,2802.38,917.19,0.0102,0.0122,-0.6727
2024-02-07,100312,Display,Performance,West,Mobile,30901,311,18,2177.18,8475.89,0.0101,0.0579,2.8931
2024-08-17,100313,Instagram Ads,Performance,South,Mobile,28317,459,33,13629.9,14181.59,0.0162,0.0719,0.0405
2024-12-30,100314,Facebook Ads,Performance,East,Desktop,38086,883,43,9636.53,8571.23,0.0232,0.0487,-0.1105
2024-02-20,100315,Email,Performance,East,Desktop,17524,1032,39,4831.78,10266.8,0.0589,0.0378,1.1248
2024-09-20,100316,Facebook Ads,Brand,West,Mobile,34152,410,9,8977.64,3941.86,0.012,0.022,-0.5609
2024-10-09,100317,Facebook Ads,Performance,East,Mobile,47109,1266,123,49803.75,50952.25,0.0269,0.0972,0.0231
2024-01-27,100318,Display,Performance,North,Desktop,43874,248,24,2831.25,6258.16,0.0057,0.0968,1.2104
2024-08-13,100319,Email,Remarketing,East,Mobile,20381,1309,158,6280.02,66069.45,0.0642,0.1207,9.5206
2024-10-03,100320,Facebook Ads,Brand,West,Mobile,47437,1785,59,21395.56,22290.82,0.0376,0.0331,0.0418
2024-10-12,100321,Google Search,Brand,North,Desktop,26462,1445,23,91498.63,10007.44,0.0546,0.0159,-0.8906
2024-04-06,100322,Facebook Ads,Performance,North,Mobile,28040,927,52,33616.62,10024.94,0.0331,0.0561,-0.7018
2024-10-10,100323,Facebook Ads,Performance,East,Desktop,34328,953,68,37764.48,25324.11,0.0278,0.0714,-0.3294
2024-11-12,100324,Google Search,Brand,West,Mobile,39166,1842,59,40531.81,16879.92,0.047,0.032,-0.5835
2024-10-30,100325,Email,Performance,West,Mobile,17184,554,23,738.24,10000.35,0.0322,0.0415,12.5462
2024-05-26,100326,Facebook Ads,Remarketing,West,Mobile,36262,1187,113,37925.28,64224.93,0.0327,0.0952,0.6935
2024-01-04,100327,Instagram Ads,Performance,North,Desktop,15199,398,16,3602.3,8015.09,0.0262,0.0402,1.225
2024-02-04,100328,Facebook Ads,Performance,West,Mobile,14760,555,41,5739.29,8565.38,0.0376,0.0739,0.4924
2024-07-10,100329,Affiliate,Remarketing,North,Mobile,24138,1186,150,15626.82,94309.86,0.0491,0.1265,5.0351
2024-02-18,100330,Facebook Ads,Brand,North,Desktop,34325,559,19,14469.11,9801.25,0.0163,0.034,-0.3226
2024-01-17,100331,Google Search,Performance,South,Mobile,32931,1911,155,108563.99,68383.57,0.058,0.0811,-0.3701
2024-06-20,100332,Google Search,Performance,East,Mobile,14344,815,33,16988.67,5337.21,0.0568,0.0405,-0.6858
2024-08-07,100333,Instagram Ads,Performance,West,Mobile,29791,1210,106,26122.7,26631.28,0.0406,0.0876,0.0195
2024-06-06,100334,Instagram Ads,Remarketing,North,Mobile,16367,569,47,8956.32,12225.5,0.0348,0.0826,0.365
2024-02-15,100335,Facebook Ads,Performance,East,Mobile,37366,1054,93,34446.61,18876.76,0.0282,0.0882,-0.452
2024-01-06,100336,Instagram Ads,Brand,North,Mobile,28823,991,17,17244.94,9376.93,0.0344,0.0172,-0.4563
2024-04-08,100337,Google Search,Remarketing,East,Desktop,24805,1227,119,50792.56,48237.98,0.0495,0.097,-0.0503
2024-08-20,100338,Instagram Ads,Brand,North,Mobile,34755,1518,41,38958.42,18377.96,0.0437,0.027,-0.5283
2024-02-06,100339,Instagram Ads,Performance,West,Desktop,27989,389,12,10050.97,3612.65,0.0139,0.0308,-0.6406
2024-10-06,100340,Google Search,Performance,South,Mobile,29740,935,87,21970.69,26707.66,0.0314,0.093,0.2156
2024-12-14,100341,Google Search,Remarketing,South,Desktop,19825,1006,101,57905.63,58401.35,0.0507,0.1004,0.0086
2024-10-28,100342,Google Search,Performance,South,Mobile,40803,1539,66,91526.08,19925.02,0.0377,0.0429,-0.7823
2024-06-29,100343,Google Search,Performance,North,Mobile,23649,1353,55,64201.77,8517.18,0.0572,0.0407,-0.8673
2024-04-04,100344,YouTube Ads,Performance,East,Mobile,46197,378,29,8148.66,12655.84,0.0082,0.0767,0.5531
2024-04-08,100345,Google Search,Remarketing,West,Mobile,17059,903,52,18553.04,20503.0,0.0529,0.0576,0.1051
2024-07-06,100346,Facebook Ads,Remarketing,West,Mobile,37001,697,65,27218.72,34431.2,0.0188,0.0933,0.265
2024-04-25,100347,Google Search,Brand,North,Mobile,26569,1065,27,45327.99,13275.98,0.0401,0.0254,-0.7071
2024-07-09,100348,Affiliate,Remarketing,South,Mobile,26113,798,58,11120.51,17359.17,0.0306,0.0727,0.561
2024-09-09,100349,Display,Remarketing,North,Mobile,44471,792,49,2702.23,16985.22,0.0178,0.0619,5.2856
2024-06-09,100350,Facebook Ads,Performance,East,Mobile,11032,327,21,10224.31,6871.04,0.0296,0.0642,-0.328
2024-09-12,100351,Facebook Ads,Performance,South,Desktop,36408,538,28,14155.33,7686.69,0.0148,0.052,-0.457
2024-11-18,100352,Google Search,Performance,North,Desktop,37432,2056,81,159590.64,19330.13,0.0549,0.0394,-0.8789
2024-05-07,100353,Instagram Ads,Performance,East,Mobile,32919,1407,62,27307.52,15736.58,0.0427,0.0441,-0.4237
2024-01-18,100354,Google Search,Performance,South,Mobile,26720,1388,87,87877.6,22099.89,0.0519,0.0627,-0.7485
2024-10-07,100355,YouTube Ads,Brand,West,Mobile,46435,852,11,5524.84,2462.81,0.0183,0.0129,-0.5542
2024-08-10,100356,Instagram Ads,Performance,East,Desktop,28206,1214,115,11827.2,21978.74,0.043,0.0947,0.8583
2024-02-23,100357,Display,Brand,West,Desktop,47780,336,11,4834.4,5626.77,0.007,0.0327,0.1639
2024-02-27,100358,Google Search,Remarketing,East,Mobile,34575,2307,190,81202.42,124565.47,0.0667,0.0824,0.534
2024-11-18,100359,Display,Performance,South,Mobile,40716,386,18,5384.21,6280.63,0.0095,0.0466,0.1665
2024-12-25,100360,Email,Performance,North,Mobile,14725,932,84,1258.66,22061.42,0.0633,0.0901,16.5277
2024-06-22,100361,Google Search,Remarketing,North,Mobile,29940,979,90,57040.8,52856.4,0.0327,0.0919,-0.0734
2024-10-06,100362,Facebook Ads,Performance,North,Mobile,44796,1778,160,47201.48,28320.21,0.0397,0.09,-0.4
2024-04-23,100363,Google Search,Remarketing,North,Mobile,26624,1821,226,141984.66,70461.05,0.0684,0.1241,-0.5037
2024-10-14,100364,Facebook Ads,Brand,East,Mobile,27754,514,6,11369.88,1601.16,0.0185,0.0117,-0.8592
2024-12-07,100365,Facebook Ads,Performance,North,Mobile,21309,699,60,8005.09,21720.38,0.0328,0.0858,1.7133
2024-05-30,100366,Instagram Ads,Performance,North,Desktop,33616,1427,96,29681.78,42037.94,0.0425,0.0673,0.4163
2024-05-06,100367,Facebook Ads,Brand,East,Mobile,26173,350,10,12153.95,4365.75,0.0134,0.0286,-0.6408
2024-06-03,100368,Affiliate,Performance,East,Mobile,15586,732,33,4236.07,6335.83,0.047,0.0451,0.4957
2024-09-29,100369,Google Search,Performance,South,Mobile,27946,1341,40,29732.24,11055.59,0.048,0.0298,-0.6282
2024-04-13,100370,Affiliate,Remarketing,East,Mobile,17518,266,22,4608.79,14469.21,0.0152,0.0827,2.1395
2024-10-25,100371,Facebook Ads,Performance,West,Desktop,31909,426,18,14790.4,5749.49,0.0134,0.0423,-0.6113
2024-09-02,100372,Email,Performance,South,Mobile,12456,800,48,1439.93,14429.71,0.0642,0.06,9.0211
2024-06-24,100373,Facebook Ads,Performance,South,Mobile,31786,1254,45,37274.25,16357.79,0.0395,0.0359,-0.5612
2024-02-08,100374,Google Search,Brand,North,Mobile,19123,1429,52,34090.68,16665.36,0.0747,0.0364,-0.5111
2024-06-18,100375,Display,Remarketing,North,Mobile,19901,231,14,2815.27,3850.12,0.0116,0.0606,0.3676
2024-09-03,100376,Facebook Ads,Performance,West,Desktop,22872,888,74,17010.44,36909.83,0.0388,0.0833,1.1698
2024-01-26,100377,YouTube Ads,Performance,North,Mobile,54401,922,88,8860.64,31947.25,0.0169,0.0954,2.6055
2024-12-20,100378,Instagram Ads,Brand,East,Mobile,28723,452,6,11885.96,3798.58,0.0157,0.0133,-0.6804
2024-11-01,100379,Instagram Ads,Performance,East,Mobile,37731,877,47,28600.8,19415.71,0.0232,0.0536,-0.3211
2024-01-13,100380,Instagram Ads,Remarketing,North,Mobile,25838,1161,142,10589.06,64432.11,0.0449,0.1223,5.0848
2024-11-11,100381,Email,Remarketing,North,Mobile,17112,877,106,1381.23,44130.11,0.0513,0.1209,30.9499
2024-11-08,100382,Google Search,Performance,East,Mobile,40305,1894,61,66941.07,12193.91,0.047,0.0322,-0.8178
2024-02-05,100383,YouTube Ads,Brand,South,Mobile,41265,896,10,21106.12,5271.08,0.0217,0.0112,-0.7503
2024-06-21,100384,Display,Performance,West,Desktop,44628,510,19,6898.21,6404.67,0.0114,0.0373,-0.0715
2024-01-20,100385,Google Search,Performance,West,Mobile,37118,1205,84,89688.57,20783.94,0.0325,0.0697,-0.7683
2024-11-16,100386,Google Search,Performance,South,Mobile,41881,1677,56,71611.82,28055.9,0.04,0.0334,-0.6082
2024-09-20,100387,Email,Performance,West,Mobile,13050,273,19,525.94,8079.63,0.0209,0.0696,14.3623
2024-05-21,100388,Instagram Ads,Remarketing,North,Mobile,29232,596,50,7852.21,34867.91,0.0204,0.0839,3.4405
2024-05-22,100389,Facebook Ads,Performance,North,Mobile,41121,1323,101,48234.72,21209.91,0.0322,0.0763,-0.5603
2024-04-01,100390,Google Search,Performance,North,Mobile,29976,1189,100,40275.41,37245.25,0.0397,0.0841,-0.0752
2024-12-19,100391,Instagram Ads,Remarketing,West,Mobile,43377,1276,164,28496.47,110457.35,0.0294,0.1285,2.8762
2024-11-17,100392,Google Search,Remarketing,South,Desktop,39374,2562,137,102234.96,60532.29,0.0651,0.0535,-0.4079
2024-10-14,100393,Instagram Ads,Performance,North,Mobile,44548,1341,129,28792.96,40808.31,0.0301,0.0962,0.4173
2024-08-02,100394,Email,Remarketing,South,Desktop,11321,235,25,560.02,12248.35,0.0208,0.1064,20.8713
2024-12-07,100395,Facebook Ads,Remarketing,East,Desktop,35536,742,103,13941.04,29126.99,0.0209,0.1388,1.0893
2024-02-20,100396,Instagram Ads,Performance,East,Desktop,23510,624,45,12191.54,9757.01,0.0265,0.0721,-0.1997
2024-06-01,100397,Affiliate,Remarketing,East,Mobile,17496,472,46,4717.11,18705.7,0.027,0.0975,2.9655
2024-07-04,100398,YouTube Ads,Performance,West,Desktop,37948,759,61,16541.51,8572.02,0.02,0.0804,-0.4818
2024-03-03,100399,Display,Performance,West,Desktop,35944,456,20,4545.35,5587.92,0.0127,0.0439,0.2294
2024-07-08,100400,Facebook Ads,Performance,North,Mobile,23048,360,13,5502.6,4627.5,0.0156,0.0361,-0.159
2024-05-04,100401,Email,Remarketing,East,Mobile,10265,591,34,1148.78,9595.23,0.0576,0.0575,7.3525
2024-05-29,100402,Google Search,Brand,South,Mobile,15497,589,20,13672.58,8713.98,0.038,0.034,-0.3627
2024-11-09,100403,Google Search,Performance,West,Mobile,43738,2315,217,87926.75,87377.97,0.0529,0.0937,-0.0062
2024-02-27,100404,Google Search,Performance,South,Mobile,32764,2221,193,133639.99,38563.46,0.0678,0.0869,-0.7114
2024-12-07,100405,Facebook Ads,Performance,South,Mobile,39096,1208,112,18710.41,54949.19,0.0309,0.0927,1.9368
2024-10-31,100406,Display,Performance,North,Desktop,12007,137,13,574.09,4090.35,0.0114,0.0949,6.1249
2024-06-28,100407,Facebook Ads,Performance,North,Mobile,21468,722,48,14173.19,14710.67,0.0336,0.0665,0.0379
2024-06-18,100408,YouTube Ads,Performance,South,Desktop,40515,960,39,16560.43,12816.94,0.0237,0.0406,-0.2261
2024-11-21,100409,Email,Remarketing,South,Mobile,21813,855,94,2471.91,41840.55,0.0392,0.1099,15.9264
2024-09-27,100410,Instagram Ads,Performance,South,Mobile,25830,1073,58,18207.88,22567.2,0.0415,0.0541,0.2394
2024-02-23,100411,Facebook Ads,Remarketing,South,Mobile,34173,487,41,17769.93,14205.95,0.0143,0.0842,-0.2006
2024-04-10,100412,Instagram Ads,Performance,East,Mobile,27346,651,52,13443.84,24429.26,0.0238,0.0799,0.8171
2024-09-20,100413,Facebook Ads,Performance,South,Desktop,38521,1191,43,28168.82,20390.67,0.0309,0.0361,-0.2761
2024-02-22,100414,Google Search,Performance,West,Mobile,24770,1824,59,39944.52,24252.86,0.0736,0.0323,-0.3928
2024-02-29,100415,Affiliate,Performance,North,Mobile,19646,516,40,7528.51,15965.23,0.0263,0.0775,1.1206
2024-04-17,100416,Google Search,Remarketing,West,Desktop,21882,1270,96,60402.08,49718.88,0.058,0.0756,-0.1769
2024-01-05,100417,Google Search,Brand,North,Mobile,29724,909,19,26092.51,7510.04,0.0306,0.0209,-0.7122
2024-04-12,100418,Display,Performance,North,Desktop,38642,408,21,2417.35,4000.29,0.0106,0.0515,0.6548
2024-07-14,100419,Facebook Ads,Performance,North,Mobile,19192,382,27,6139.09,6637.39,0.0199,0.0707,0.0812
2024-09-18,100420,YouTube Ads,Performance,West,Mobile,43880,1164,47,8662.45,22343.29,0.0265,0.0404,1.5793
2024-12-30,100421,Facebook Ads,Performance,North,Mobile,37681,460,37,10610.47,13951.71,0.0122,0.0804,0.3149
2024-12-15,100422,Facebook Ads,Brand,South,Desktop,44671,529,19,11055.37,9406.09,0.0118,0.0359,-0.1492
2024-02-16,100423,Facebook Ads,Performance,South,Mobile,29326,682,60,14188.12,27773.05,0.0233,0.088,0.9575
2024-12-20,100424,Facebook Ads,Performance,East,Desktop,27234,605,56,10615.24,17776.66,0.0222,0.0926,0.6746
2024-11-06,100425,Facebook Ads,Performance,East,Desktop,31934,474,45,10945.99,13444.86,0.0148,0.0949,0.2283
2024-11-03,100426,Email,Performance,East,Mobile,26253,870,48,2775.38,13083.57,0.0331,0.0552,3.7142
2024-05-23,100427,Instagram Ads,Performance,South,Mobile,26511,1170,100,28677.34,27874.64,0.0441,0.0855,-0.028
